refno,aquifer,wb_ft,rock_top_ft
123426,Bedrock,30,
30371,Bedrock,21,
123561,Bedrock,43,
120371,Bedrock,27,65
128253,Bedrock,2,
120442,Bedrock,9,
120600,Bedrock,8,
124406,Bedrock,6,101
124211,Bedrock,2,55
127054,Bedrock,17,105
127069,Bedrock,10,103
265961,Bedrock,14,
127177,Bedrock,10,118
120287,Bedrock,19,
127181,Bedrock,12,104
127176,Bedrock,18,108
120342,Bedrock,3,
95924,Bedrock,5,
120516,Bedrock,7,
120501,Bedrock,16,
120491,Bedrock,8,
120437,Bedrock,14,
316127,Bedrock,17,
30308,Bedrock,19,
127175,Bedrock,24,
128256,Bedrock,10,
122574,Bedrock,9,140
128281,Bedrock,13,
127186,Bedrock,3,138
95909,Bedrock,7,
252402,Bedrock,9,
120280,Bedrock,3,
120422,Bedrock,25,
120356,Bedrock,8,
128296,Bedrock,15,
124344,Bedrock,8,
122479,Bedrock,10,56
120306,Bedrock,7,
127161,Bedrock,5,103
127137,Bedrock,7,
127145,Bedrock,58,81
124389,Bedrock,64,83
128418,Bedrock,4,
238190,Bedrock,10,
123964,Bedrock,4,35
238603,Bedrock,24,
128401,Bedrock,4,
298188,Bedrock,2,
124453,Bedrock,65,67
128408,Bedrock,10,
95884,Bedrock,3,
120173,Bedrock,4,
124364,Bedrock,65,80
124369,Bedrock,61,81
64141,Bedrock,15,
120249,Bedrock,18,
128396,Bedrock,121,
124478,Bedrock,58,80
95874,Bedrock,19,
128407,Bedrock,5,
127129,Bedrock,12,160
120269,Bedrock,17,
262639,Bedrock,7,
120274,Bedrock,11,
127130,Bedrock,11,161
127125,Bedrock,2,
254252,Bedrock,4,
128231,Bedrock,30,
120267,Bedrock,20,
118930,Bedrock,41,
120486,Bedrock,20,
123960,Bedrock,3,
95614,Bedrock,14,
117035,Bedrock,4,
117318,Bedrock,3,
119136,Bedrock,32,
117313,Bedrock,5,
117969,Bedrock,10,
118996,Bedrock,12,
118291,Bedrock,5,
121731,Bedrock,26,48
118220,Bedrock,14,
117308,Bedrock,3,
30268,Bedrock,41,
30275,Bedrock,15,
118352,Bedrock,19,
121741,Bedrock,27,34
120941,Bedrock,12,
30257,Bedrock,15,
117994,Bedrock,28,
121727,Bedrock,20,33
121726,Bedrock,5,50
30252,Bedrock,5,
118302,Bedrock,28,
118905,Bedrock,4,
120946,Bedrock,13,
120936,Bedrock,22,
121722,Bedrock,22,42
285369,Bedrock,67,
118933,Bedrock,10,
118879,Bedrock,3,
118944,Bedrock,6,
118884,Bedrock,3,
118949,Bedrock,4,
243132,Bedrock,13,
117984,Bedrock,5,
118215,Bedrock,7,
117885,Bedrock,12,
262713,Bedrock,25,
262718,Bedrock,7,
262699,Bedrock,13,
252443,Bedrock,13,
118693,Bedrock,12,
118139,Bedrock,40,
262622,Bedrock,14,
118388,Bedrock,38,48
344528,Bedrock,28,141
238164,Bedrock,23,
331538,Bedrock,5,33
118413,Bedrock,31,88
118230,Bedrock,5,
120987,Bedrock,7,
118708,Bedrock,35,
118713,Bedrock,4,
117735,Bedrock,13,
117992,Bedrock,19,
118658,Bedrock,7,
120957,Bedrock,6,85
120927,Bedrock,20,
117903,Bedrock,13,
117913,Bedrock,6,
117987,Bedrock,16,
117020,Bedrock,18,
118644,Bedrock,4,
117948,Bedrock,2,
120942,Bedrock,9,
117993,Bedrock,10,
95474,Bedrock,11,
118877,Bedrock,3,
118223,Bedrock,20,
118897,Bedrock,5,
118423,Bedrock,15,31
118403,Bedrock,34,46
95885,Bedrock,8,
120917,Bedrock,10,
118478,Bedrock,4,
120608,Bedrock,20,
118659,Bedrock,12,
121930,Bedrock,50,
121960,Bedrock,99,
118697,Bedrock,33,
118451,Bedrock,6,6
121895,Bedrock,3,
121934,Bedrock,45,
272507,Bedrock,14,
118401,Bedrock,7,0
285197,Bedrock,10,
117337,Bedrock,3,
119874,Bedrock,26,
270376,Bedrock,3,5
42652,Bedrock,11,
116970,Bedrock,2,
116975,Bedrock,7,
118212,Bedrock,17,
116980,Bedrock,36,
95434,Bedrock,5,21
95875,Bedrock,8,
118143,Bedrock,18,
118182,Bedrock,20,
118237,Bedrock,14,
118197,Bedrock,4,
115190,Bedrock,7,
115175,Bedrock,14,
118162,Bedrock,20,
118173,Bedrock,24,
118153,Bedrock,1,
118462,Bedrock,9,77
119767,Bedrock,51,
117743,Bedrock,4,
120845,Bedrock,43,
117649,Bedrock,7,
52733,Bedrock,14,20
117292,Bedrock,3,
116940,Bedrock,17,
21452,Bedrock,45,
117371,Bedrock,24,
116984,Bedrock,19,
118603,Bedrock,8,
347807,Bedrock,17,
117009,Bedrock,12,
214278,Bedrock,8,20
116999,Bedrock,19,
117024,Bedrock,16,
117004,Bedrock,18,
300213,Bedrock,26,
42656,Bedrock,24,
115184,Bedrock,21,
252865,Bedrock,12,
115149,Bedrock,2,
115144,Bedrock,16,
118166,Bedrock,3,
243048,Bedrock,19,
115239,Bedrock,21,
117282,Bedrock,6,
118151,Bedrock,2,
115160,Bedrock,9,
118161,Bedrock,14,
115209,Bedrock,14,
95860,Bedrock,27,
117038,Bedrock,12,
115224,Bedrock,18,
115219,Bedrock,17,
116924,Bedrock,7,
116964,Bedrock,3,
116949,Bedrock,3,
117396,Bedrock,11,
115204,Bedrock,24,
115212,Bedrock,4,
116930,Bedrock,22,70
277153,Bedrock,17,75
115129,Bedrock,22,
115172,Bedrock,7,
117980,Bedrock,13,
115218,Bedrock,15,
115157,Bedrock,15,
117008,Bedrock,5,
118169,Bedrock,18,
120809,Bedrock,10,35
117975,Bedrock,30,
120939,Bedrock,42,
120959,Bedrock,9,
285394,Bedrock,26,
120998,Bedrock,38,110
117311,Bedrock,16,
238867,Bedrock,3,
318441,Bedrock,54,
252824,Bedrock,29,
120862,Bedrock,8,34
120061,Bedrock,3,
115176,Bedrock,20,
349368,Bedrock,19,
115206,Bedrock,10,0
310036,Bedrock,16,
236565,Bedrock,5,
116968,Bedrock,14,
120032,Bedrock,185,185
239949,Bedrock,5,
240024,Bedrock,9,
115221,Bedrock,24,
115178,Bedrock,9,
116717,Bedrock,6,69
257846,Bedrock,16,
116745,Bedrock,14,
285110,Bedrock,18,
337397,Bedrock,18,
119873,Bedrock,34,
116147,Bedrock,5,
116634,Bedrock,10,
326454,Bedrock,12,
236584,Bedrock,3,
116905,Bedrock,51,
109549,Bedrock,7,32
236156,Bedrock,11,
116790,Bedrock,29,
116594,Bedrock,4,
117215,Bedrock,1,63
116162,Bedrock,4,72
332917,Bedrock,4,
116727,Bedrock,7,50
122236,Bedrock,13,
116629,Bedrock,3,
329043,Bedrock,3,
116584,Bedrock,8,
96165,Bedrock,8,
235431,Bedrock,5,
369735,Bedrock,15,
115119,Bedrock,3,28
122178,Bedrock,16,
33726,Bedrock,8,
33735,Bedrock,18,
279081,Bedrock,18,
116196,Bedrock,3,
281393,Bedrock,28,
95952,Bedrock,22,
116738,Bedrock,13,
116741,Bedrock,23,97
116781,Bedrock,32,70
116423,Bedrock,25,
238876,Bedrock,8,
302073,Bedrock,12,
122114,Bedrock,2,
116116,Bedrock,33,
116701,Bedrock,3,58
117847,Bedrock,28,
117090,Bedrock,15,97
117060,Bedrock,11,
116087,Bedrock,10,
116610,Bedrock,64,76
344389,Bedrock,10,
116564,Bedrock,5,
109663,Bedrock,4,78
122166,Bedrock,20,
117882,Bedrock,3,
340059,Bedrock,20,
116688,Bedrock,3,
116683,Bedrock,11,
116787,Bedrock,10,
116797,Bedrock,5,
116703,Bedrock,12,
116635,Bedrock,40,68
52780,Bedrock,87,
117154,Bedrock,28,0
116670,Bedrock,5,64
116737,Bedrock,14,
116343,Bedrock,59,
116675,Bedrock,9,82
122126,Bedrock,9,2
115036,Bedrock,3,
115046,Bedrock,3,
305596,Bedrock,5,55
114849,Bedrock,24,
114854,Bedrock,5,
116256,Bedrock,23,83
116120,Bedrock,34,83
117124,Bedrock,23,0
116981,Bedrock,7,36
116673,Bedrock,31,
268189,Bedrock,25,0
117089,Bedrock,20,
337807,Bedrock,16,
116170,Bedrock,15,67
33537,Bedrock,19,34
122049,Bedrock,4,
116628,Bedrock,10,80
114880,Bedrock,37,
348594,Bedrock,9,
116567,Bedrock,3,
114803,Bedrock,5,
117103,Bedrock,16,
116947,Bedrock,8,33
122059,Bedrock,10,
380371,Bedrock,33,
114818,Bedrock,2,72
354587,Bedrock,47,
264733,Bedrock,1,43
117088,Bedrock,24,21
114993,Bedrock,10,195
245924,Bedrock,38,
118541,Bedrock,28,28
33533,Bedrock,17,32
116199,Bedrock,30,60
116976,Bedrock,3,39
33469,Bedrock,6,25
114843,Bedrock,2,31
114848,Bedrock,3,74
116578,Bedrock,13,70
33485,Bedrock,3,
116184,Bedrock,9,57
33520,Bedrock,5,
95537,Bedrock,10,
117098,Bedrock,22,25
109488,Bedrock,5,85
33512,Bedrock,19,23
116677,Bedrock,2,
116320,Bedrock,3,
116662,Bedrock,2,62
116667,Bedrock,15,63
114857,Bedrock,47,110
117053,Bedrock,18,
114862,Bedrock,20,97
117097,Bedrock,19,
114590,Bedrock,45,63
116026,Bedrock,32,
117043,Bedrock,24,
116386,Bedrock,41,44
114763,Bedrock,20,54
33459,Bedrock,3,37
116566,Bedrock,3,
236128,Bedrock,15,
116134,Bedrock,30,
33498,Bedrock,15,
33454,Bedrock,2,34
268187,Bedrock,10,
300101,Bedrock,22,
237183,Bedrock,2,
324002,Bedrock,22,
115967,Bedrock,24,
114545,Bedrock,42,75
116601,Bedrock,9,
117057,Bedrock,31,62
114827,Bedrock,10,
117117,Bedrock,6,
116052,Bedrock,14,
115992,Bedrock,41,
310915,Bedrock,17,
109595,Bedrock,5,80
116023,Bedrock,7,
116535,Bedrock,6,
114832,Bedrock,11,81
116047,Bedrock,31,
116028,Bedrock,8,
357065,Bedrock,7,
116586,Bedrock,17,
116113,Bedrock,58,90
116027,Bedrock,6,
116661,Bedrock,6,
116371,Bedrock,30,
117092,Bedrock,38,
116651,Bedrock,2,6
114625,Bedrock,33,89
116490,Bedrock,5,10
116123,Bedrock,21,
100920,Bedrock,24,
105485,Bedrock,21,24
105439,Bedrock,20,99
105454,Bedrock,54,94
96370,Bedrock,31,89
105414,Bedrock,55,84
105047,Bedrock,3,
105515,Bedrock,30,30
105132,Bedrock,20,
105133,Bedrock,3,3
100910,Bedrock,19,
116229,Bedrock,31,
105151,Bedrock,24,
265452,Bedrock,10,
105449,Bedrock,9,95
105057,Bedrock,30,
105127,Bedrock,10,0
33600,Bedrock,6,34
105068,Bedrock,72,
102396,Bedrock,39,0
102339,Bedrock,32,36
105078,Bedrock,14,17
105098,Bedrock,14,
102338,Bedrock,5,3
102343,Bedrock,31,59
33588,Bedrock,4,
105475,Bedrock,6,
105499,Bedrock,19,25
102328,Bedrock,4,84
102333,Bedrock,9,79
105147,Bedrock,6,15
321837,Bedrock,4,
102658,Bedrock,8,17
265432,Bedrock,25,
373915,Bedrock,3,
96249,Bedrock,10,10
265433,Bedrock,20,
96597,Bedrock,30,30
104116,Bedrock,3,
101477,Bedrock,6,
103723,Bedrock,4,
96521,Bedrock,5,
105081,Bedrock,70,
105056,Bedrock,58,
349370,Bedrock,4,
96259,Bedrock,26,31
104864,Bedrock,4,
114420,Bedrock,5,53
105146,Bedrock,25,
102252,Bedrock,180,12
33556,Bedrock,4,
105507,Bedrock,4,8
96602,Bedrock,34,61
238947,Bedrock,32,
251924,Bedrock,8,
258227,Bedrock,7,
319885,Bedrock,31,
333751,Bedrock,20,
116109,Bedrock,8,
279115,Bedrock,11,
104370,Bedrock,5,205
105116,Bedrock,25,
104400,Bedrock,5,
105041,Bedrock,48,
100888,Bedrock,45,
104802,Bedrock,95,
104780,Bedrock,30,
96239,Bedrock,90,108
104908,Bedrock,46,
104817,Bedrock,103,115
101372,Bedrock,44,619
104705,Bedrock,84,
105172,Bedrock,10,
105267,Bedrock,82,
104790,Bedrock,69,
102930,Bedrock,34,79
102682,Bedrock,1,
102935,Bedrock,40,
104808,Bedrock,80,
101709,Bedrock,2,83
96658,Bedrock,25,68
104683,Bedrock,18,
104342,Bedrock,24,
101934,Bedrock,18,2
231549,Bedrock,57,
236161,Bedrock,16,
236166,Bedrock,13,
265430,Bedrock,176,176
292482,Bedrock,219,219
292982,Bedrock,138,138
292983,Bedrock,138,138
53118,Bedrock,13,82
115138,Bedrock,10,
104640,Bedrock,90,
104713,Bedrock,10,70
104635,Bedrock,49,
104357,Bedrock,55,89
97265,Bedrock,23,
104359,Bedrock,47,
104685,Bedrock,27,
115910,Bedrock,3,
114680,Bedrock,63,69
104389,Bedrock,53,
104334,Bedrock,29,
114468,Bedrock,12,60
104369,Bedrock,55,
115925,Bedrock,15,
104735,Bedrock,8,
104322,Bedrock,51,
104902,Bedrock,49,
104379,Bedrock,55,116
105167,Bedrock,5,
104848,Bedrock,11,23
104886,Bedrock,14,
105177,Bedrock,2,
101665,Bedrock,42,89
357091,Bedrock,65,
115871,Bedrock,1,10
102933,Bedrock,8,
104627,Bedrock,5,
105345,Bedrock,3,
115763,Bedrock,20,
101606,Bedrock,30,
101616,Bedrock,27,
284398,Bedrock,2,
104621,Bedrock,29,
102898,Bedrock,5,
102977,Bedrock,20,
101089,Bedrock,22,
114710,Bedrock,28,54
101561,Bedrock,8,0
101581,Bedrock,8,36
95616,Bedrock,8,
115649,Bedrock,12,
95631,Bedrock,6,
101617,Bedrock,3,101
105627,Bedrock,28,48
104518,Bedrock,12,
116267,Bedrock,3,
112424,Bedrock,2,2
115860,Bedrock,7,63
105378,Bedrock,64,69
101369,Bedrock,24,
112459,Bedrock,1,34
105054,Bedrock,117,
105582,Bedrock,11,94
101871,Bedrock,2,14
115668,Bedrock,21,
112374,Bedrock,40,40
105617,Bedrock,5,69
112478,Bedrock,42,46
104201,Bedrock,135,235
116536,Bedrock,16,
316883,Bedrock,20,
27888,Bedrock,42,128
105576,Bedrock,16,
103915,Bedrock,12,
95608,Bedrock,8,
101297,Bedrock,31,
101209,Bedrock,16,
105291,Bedrock,54,
102489,Bedrock,22,54
103178,Bedrock,30,
101284,Bedrock,2,
103155,Bedrock,49,
103169,Bedrock,40,
101264,Bedrock,3,
103145,Bedrock,14,
103168,Bedrock,29,
341558,Bedrock,6,
103179,Bedrock,59,54
103124,Bedrock,32,3
115852,Bedrock,16,44
103150,Bedrock,39,
103159,Bedrock,43,
102927,Bedrock,3,
115782,Bedrock,3,
102819,Bedrock,8,
248464,Bedrock,14,
67452,Bedrock,30,
103299,Bedrock,6,
37952,Bedrock,2,
109887,Bedrock,2,
103148,Bedrock,41,
103700,Bedrock,5,
103241,Bedrock,3,
103978,Bedrock,11,
102789,Bedrock,11,
102799,Bedrock,6,6
101550,Bedrock,9,208
103187,Bedrock,25,
103487,Bedrock,26,
263216,Bedrock,14,
56589,Bedrock,32,
103612,Bedrock,13,
102802,Bedrock,8,
103627,Bedrock,5,
103482,Bedrock,4,24
103497,Bedrock,3,
103507,Bedrock,12,60
103176,Bedrock,18,99
102407,Bedrock,38,188
103502,Bedrock,41,
103512,Bedrock,41,
102827,Bedrock,10,
102956,Bedrock,19,61
103166,Bedrock,22,63
103546,Bedrock,12,
37996,Bedrock,2,
103572,Bedrock,22,
103567,Bedrock,16,
103414,Bedrock,20,
102734,Bedrock,76,80
103136,Bedrock,35,41
102635,Bedrock,35,45
103385,Bedrock,10,
102505,Bedrock,55,165
28999,Bedrock,37,
97182,Bedrock,100,102
97221,Bedrock,41,
96626,Bedrock,4,
110052,Bedrock,10,
102875,Bedrock,35,
102835,Bedrock,16,
259288,Bedrock,4,
110078,Bedrock,15,
103416,Bedrock,4,4
236024,Bedrock,25,73
110079,Bedrock,21,
102611,Bedrock,4,126
97963,Bedrock,37,
103918,Bedrock,15,
103361,Bedrock,9,
51677,Bedrock,27,45
103396,Bedrock,2,6
103490,Bedrock,20,
103599,Bedrock,5,
302968,Bedrock,9,
337842,Bedrock,6,
109975,Bedrock,18,
347573,Bedrock,6,
102785,Bedrock,18,
75279,Bedrock,5,
103584,Bedrock,6,
369707,Bedrock,17,
369709,Bedrock,2,
109468,Bedrock,2,92
103505,Bedrock,6,
372428,Bedrock,1,
375088,Bedrock,29,
225629,Bedrock,62,244
103495,Bedrock,8,
102155,Bedrock,2,
103565,Bedrock,8,
28239,Bedrock,3,
98351,Bedrock,56,
239733,Bedrock,1,98
376032,Bedrock,27,
285200,Bedrock,8,
103585,Bedrock,4,
103595,Bedrock,5,
103600,Bedrock,27,
103281,Bedrock,7,
239734,Bedrock,3,97
265256,Bedrock,48,
99753,Bedrock,20,
326448,Bedrock,5,
369714,Bedrock,15,
99343,Bedrock,4,76
99387,Bedrock,5,
373913,Bedrock,42,
110781,Bedrock,20,44
100465,Bedrock,3,
100273,Bedrock,28,26
110381,Bedrock,20,70
357793,Bedrock,6,73
110179,Bedrock,20,70
369863,Bedrock,3,
110729,Bedrock,80,90
100405,Bedrock,23,23
369864,Bedrock,2,
109740,Bedrock,9,
302068,Bedrock,16,85
87903,Bedrock,7,67
357790,Bedrock,46,0
65011,Bedrock,5,
316964,Bedrock,20,
321327,Bedrock,10,
110119,Bedrock,10,80
235860,Bedrock,4,
236010,Bedrock,4,150
99722,Bedrock,6,
98337,Bedrock,19,
369860,Bedrock,3,
109784,Bedrock,13,
259316,Bedrock,2,
99506,Bedrock,2,106
176171,Bedrock,3,
100774,Bedrock,11,124
109799,Bedrock,22,
110139,Bedrock,6,80
75495,Bedrock,25,
99100,Bedrock,12,141
98430,Bedrock,1,
109774,Bedrock,1,
87893,Bedrock,7,54
99900,Bedrock,8,
75486,Bedrock,60,
109747,Bedrock,54,
274375,Bedrock,23,
225819,Bedrock,6,104
75498,Bedrock,3,
259311,Bedrock,7,
99807,Bedrock,7,
239779,Bedrock,23,109
99129,Bedrock,23,
109705,Bedrock,2,
110097,Bedrock,20,60
97417,Bedrock,3,88
95315,Bedrock,73,79
94345,Bedrock,5,110
94385,Bedrock,67,
111233,Bedrock,7,78
113852,Bedrock,104,
111253,Bedrock,13,69
111208,Bedrock,29,89
91269,Bedrock,35,146
111163,Bedrock,4,250
91220,Bedrock,41,160
111173,Bedrock,14,84
94000,Bedrock,15,
357765,Bedrock,4,
94052,Bedrock,9,226
238632,Bedrock,2,120
111197,Bedrock,69,
323893,Bedrock,5,
356558,Bedrock,6,
97731,Bedrock,82,94
98641,Bedrock,36,71
265354,Bedrock,27,125
112086,Bedrock,37,85
97744,Bedrock,1,
111069,Bedrock,30,97
110248,Bedrock,78,
110277,Bedrock,55,80
110206,Bedrock,99,
332859,Bedrock,6,
114248,Bedrock,7,49
87263,Bedrock,13,58
87170,Bedrock,52,52
252219,Bedrock,2,70
252194,Bedrock,2,
374701,Bedrock,12,60
112134,Bedrock,53,
112235,Bedrock,29,
87591,Bedrock,53,53
114232,Bedrock,5,51
86403,Bedrock,50,50
311060,Bedrock,4,
365236,Bedrock,4,57
357784,Bedrock,11,
88252,Bedrock,40,
90620,Bedrock,61,
341747,Bedrock,7,
86044,Bedrock,18,40
323860,Bedrock,2,
94608,Bedrock,31,
106500,Bedrock,3,160
86193,Bedrock,155,165
343022,Bedrock,75,
79751,Bedrock,180,180
80285,Bedrock,180,180
79466,Bedrock,105,105
353354,Bedrock,60,
80009,Bedrock,270,270
34013,Bedrock,278,278
312970,Bedrock,160,
78202,Bedrock,320,320
76895,Bedrock,266,266
312968,Bedrock,118,118
312969,Bedrock,145,
76858,Bedrock,105,220
76863,Bedrock,105,220
43832,Bedrock,18,
357115,Bedrock,70,120
25144,Bedrock,225,225
25173,Bedrock,250,250
25169,Bedrock,257,257
58227,Bedrock,16,111
25193,Bedrock,290,313
9788,Bedrock,35,112
32719,Bedrock,400,1040
412163,Bedrock,63,70
