word,token_count,distinct_formations
clay,791203,46299
sand,462462,57014
gray,319568,31240
gravel,198747,20093
grav,194590,28331
s,142863,12642
g,140622,11510
blue,135279,11185
br,96628,13927
shale,79622,11013
sandy,73542,9598
brown,72326,7368
yel,72064,5801
ls,71096,8120
grey,62300,7324
fine,59452,12160
brn,58187,7908
crs,56665,13113
med,56531,14224
soil,51435,2430
topsoil,49838,1168
top,45457,1753
hard,45216,10196
sh,44656,7120
water,44395,9809
w,44089,21908
fn,37783,9616
stone,36619,7425
and,35324,7050
red,34323,4285
yellow,34246,2831
soft,31894,8253
lime,29528,5976
limestone,29339,3303
hardpan,26620,2800
coarse,26066,4547
md,19307,6778
mud,18561,3369
dark,17418,3172
ss,16798,3440
gravely,16267,1262
to,15559,6597
blank,15467,67
coal,15248,2443
dry,14668,2855
rock,14628,3858
white,14248,3279
lt,13052,5177
fill,12828,1183
pan,12402,1222
sandrock,12202,1759
black,11579,2399
bl,10864,1173
medium,10579,1754
gritty,9997,767
dirt,9422,1065
dk,8825,2629
light,8776,2387
sandstone,8606,1840
broken,8594,2516
silty,8552,3665
muddy,8438,1921
some,8402,5336
silt,7725,3362
mixed,7712,2745
mix,7694,2402
dirty,7305,1690
of,7189,4790
slate,7018,1114
wh,6971,1917
vein,6646,616
blk,6565,1745
surface,6545,393
clean,6235,1174
green,5990,1996
stones,5935,1741
wet,5879,2298
drift,5200,580
sm,5096,2903
wb,5007,1898
very,4957,3010
rocks,4949,2051
muck,4726,885
tan,4458,1322
boulders,4449,1805
bearing,4255,885
course,4194,975
good,3946,727
with,3719,2081
small,3711,1932
gr,3545,2110
sticky,3524,769
hd,3060,1185
gravelly,3052,724
f,2993,1834
b,2905,1197
m,2689,1570
streaks,2578,1669
gry,2566,1322
c,2551,1474
siltstone,2504,972
soapstone,2463,383
till,2145,612
shaley,2125,812
little,2094,1477
trace,2081,1427
large,2003,1023
pea,1998,684
firm,1961,781
grn,1767,874
brkn,1757,519
wht,1711,679
fire,1671,219
shell,1623,394
cl,1501,880
loam,1481,515
strips,1437,827
rocky,1422,425
break,1417,643
gummy,1414,435
well,1408,422
in,1405,1073
packed,1387,581
fireclay,1385,268
boulder,1369,513
marrow,1316,103
grit,1284,276
snd,1281,978
vain,1253,73
gra,1231,550
heavy,1177,472
ex,1151,203
v,1121,996
marl,1115,283
quick,1080,251
trenton,1068,268
trc,1061,682
cobbles,1049,776
loose,1037,729
softer,1029,410
lg,1023,636
tr,1021,877
bs,1012,42
reddish,1007,505
stoney,981,180
no,960,645
glacial,950,137
cly,944,609
yell,930,252
strks,917,648
cemented,917,278
layers,904,754
orange,902,368
grvl,899,635
greenish,897,339
overburden,885,95
solid,882,283
set,873,244
mx,848,327
shells,838,379
sa,838,595
brownish,822,407
putty,819,206
casing,811,221
wood,805,604
moist,783,606
formation,772,290
p,772,184
wtr,757,432
bedrock,750,174
breaks,743,445
grave,722,437
quicksand,718,165
seam,707,317
lite,694,347
crse,690,430
pit,689,105
seams,689,397
cave,683,192
tight,673,434
sharp,659,310
clayey,655,415
or,643,502
snad,626,296
peat,609,231
h2o,607,431
bottom,604,239
sml,602,323
hole,598,214
big,597,381
drk,595,325
above,594,212
soap,592,151
at,585,571
brk,570,324
old,567,211
san,564,321
streak,548,419
1,542,438
dolomite,539,313
tough,536,178
gravle,534,118
bluestone,534,95
gravley,520,66
extra,517,178
cor,495,215
harder,491,245
l,491,344
weathered,490,291
buff,486,231
sands,485,195
s7g,485,117
bed,483,160
7,482,293
bks,479,199
caly,473,171
h,471,199
cement,469,169
lake,466,143
varicolored,465,249
vry,460,336
h20,455,340
screened,449,133
lrg,447,290
oil,446,353
sanded,438,107
grya,437,149
gas,437,370
crevice,437,253
pink,431,148
vary,429,239
redish,426,143
dense,422,370
gumbo,420,158
layer,415,348
open,414,97
grade,413,64
pebbles,408,306
2,404,352
same,400,212
thin,395,356
5,394,342
mixture,394,247
balls,394,286
stiff,394,278
redrock,391,125
finer,388,183
lcay,388,88
shelly,385,190
cs,385,285
shl,377,182
strip,371,258
ws,371,11
yellowish,362,155
grv,361,283
color,357,293
3,353,316
chips,353,256
soupy,349,158
screen,346,159
gvl,346,305
grayish,339,262
sub,339,53
dune,332,41
moss,330,75
underclay,329,140
gpm,327,318
fractured,325,185
sd,322,217
rusty,315,201
lay,314,103
olive,309,122
sl,309,245
mostly,305,224
r,305,106
find,298,96
then,296,207
til,292,55
hp,291,96
st,290,239
cream,290,105
gy,289,192
traces,287,252
not,281,255
ltl,281,205
4,278,223
active,277,217
driven,276,131
poor,275,112
blind,274,25
on,270,238
flint,265,159
all,265,131
clya,264,68
bluish,264,193
stony,264,107
river,262,140
pack,261,157
asphalt,260,73
so,257,218
sp,247,32
bwn,246,90
crushed,243,127
flat,241,147
drive,238,58
pipe,237,95
more,237,191
knob,237,43
cr,236,184
mushy,232,59
show,230,202
strk,230,205
cla,229,203
gary,229,119
niagara,228,20
subsoil,227,43
pocket,225,173
grly,224,100
8,223,198
granite,223,96
as,222,205
stks,222,132
boot,222,108
bleu,220,90
sn,218,187
drilled,217,150
bad,217,148
gs,217,27
50,215,130
brks,215,126
concrete,215,86
dr,214,104
cracks,212,107
stringers,211,167
rotten,209,112
blu,208,156
a,203,180
box,202,21
comm,198,22
smooth,195,84
way,195,61
layered,193,136
the,193,71
vari,191,162
mucky,190,120
run,187,80
bolders,185,105
6,182,166
organic,182,134
clear,181,97
new,180,87
bank,180,59
colored,177,145
few,175,151
fi,174,119
iron,173,156
bldrs,171,137
greyish,170,90
10,170,142
sandshale,170,24
d,168,126
original,166,21
size,165,145
ledge,165,91
porous,164,137
sadn,164,112
fracture,164,93
t,163,123
ft,162,156
band,161,41
depth,161,116
up,161,116
filled,161,131
wash,159,48
for,158,55
back,158,63
co,157,117
steel,157,38
grl,156,117
spots,156,124
sndy,155,123
limey,155,120
fin,155,132
tile,154,36
chip,152,76
rice,152,49
snady,151,93
y,150,62
amt,149,142
drilling,149,118
packer,149,69
stk,147,140
backfill,147,26
lm,144,69
albany,144,56
slot,144,106
brwn,143,112
bro,142,104
shelf,140,55
getting,138,99
material,135,101
whtie,134,78
grayclay,134,30
waxy,134,43
limerock,132,32
crack,132,90
lots,131,123
dug,129,36
cinders,128,60
sicl,128,109
busted,126,32
fien,125,80
rubber,125,94
much,124,106
pyrite,124,118
but,122,103
shaly,122,90
si,122,110
real,119,95
rd,119,93
from,119,91
vane,119,19
sod,118,32
gc,118,12
salt,117,102
sloppy,117,95
showing,116,90
hrd,116,109
pasty,116,34
mudy,115,62
me,115,99
fclay,115,28
colors,115,63
hvy,115,56
mine,114,65
chert,114,99
brg,114,64
20,113,102
sny,112,61
stns,112,103
angular,111,105
40,111,101
grained,111,103
sugar,111,48
marking,111,68
wt,110,77
dolo,110,91
into,109,94
dol,109,89
driveway,109,50
aquafier,109,18
grain,107,93
uniform,107,92
lgt,107,70
brng,107,46
rubble,106,99
pete,106,18
pyritic,105,104
sandyshale,104,18
devonian,104,35
like,103,99
waterbearing,103,63
poorly,103,73
spoil,102,31
schale,102,49
marle,102,39
breaky,102,30
sahle,100,44
ray,99,40
vien,99,10
nice,98,51
spot,97,46
yelo,97,51
15,96,94
cavey,96,46
mbs,96,8
damp,94,66
slag,94,48
sdy,93,66
occ,93,92
grayc,93,11
claly,93,32
flinty,92,54
bc,92,3
log,90,37
drove,90,52
cementy,90,61
clayish,90,33
quartz,89,81
ahrdpan,89,26
30,88,82
25,88,86
off,88,78
beach,88,23
see,87,56
pale,87,75
opening,86,43
ground,86,64
stn,86,83
void,85,46
aquifer,84,52
cap,84,44
sheet,84,30
type,84,69
shal,84,79
stopped,83,69
str,83,80
aggregate,83,45
mdy,83,22
sft,82,80
topdirt,82,9
etc,81,63
darker,81,71
bk,81,72
gravels,80,54
60,80,69
ts,80,26
shattered,80,64
earth,79,30
line,79,64
gravl,79,50
morrow,79,34
rough,78,69
lower,78,52
bolters,78,15
patches,78,55
fg,78,75
sorted,77,69
cgs,77,10
mo,76,63
mxd,76,62
slty,75,74
cobble,74,67
compacted,73,62
holes,73,41
crevis,73,20
ay,73,29
existing,73,18
li,72,64
tree,72,42
loamy,71,49
knobstone,71,11
rockford,71,25
wate,70,60
brick,70,65
stringer,70,56
streaked,70,67
corse,70,35
hardrock,69,36
cleaner,69,56
sandw,69,67
grael,69,52
12,68,65
gay,68,37
it,68,68
dead,68,46
heaving,67,37
80,67,62
mottled,67,59
oily,67,57
slightly,67,52
lot,67,66
over,66,37
brow,66,52
o,66,64
cherty,66,60
clrd,66,55
fm,65,54
brwon,65,40
alt,65,63
ston,65,61
softpan,65,28
roots,65,40
ahrd,64,55
sil,64,46
finished,64,39
base,64,54
har,64,46
graded,64,28
cay,64,35
conglomerate,64,31
grvel,63,43
comb,63,54
fairly,63,60
glacier,63,26
niagra,63,17
floating,62,44
sw,62,34
dns,62,57
mgs,62,9
fair,61,43
beige,61,49
ledges,61,49
brittle,61,53
gum,61,28
slt,61,57
impervious,61,24
16,60,55
form,60,50
topsoi,60,17
vfg,60,60
cased,59,35
0,59,55
crumbly,59,35
hardpacked,59,46
hrad,59,27
clays,59,37
odor,58,54
stickey,58,24
rustic,58,44
vrclrd,58,54
field,57,16
gravly,57,35
plug,57,15
creek,56,47
slick,56,47
cinder,56,21
broke,56,39
hit,56,44
glay,56,34
som,56,53
borden,56,33
full,56,53
traverse,56,39
lenses,55,50
gal,55,54
aquifier,55,22
lit,55,49
limeston,55,45
pieces,55,52
dolomitic,55,45
5x8,55,44
starting,55,6
grayshale,54,14
overlay,54,9
brnish,54,45
sulphur,54,43
cray,54,26
stabilizer,54,15
coars,54,37
bolder,54,29
x,54,50
multi,54,44
mg,54,53
35,53,52
75,53,51
too,53,48
static,53,50
100,53,50
silurian,53,44
whte,53,48
lost,52,47
spoils,52,31
silk,52,24
swamp,52,17
seep,52,39
murky,52,10
stonie,52,7
drill,51,47
36,51,45
trash,51,38
hand,51,35
pourous,51,23
graveley,51,28
garv,51,31
var,51,45
larger,50,44
sitly,50,36
brake,50,31
crevices,50,47
graevl,50,39
cloudy,50,38
return,50,33
clayu,50,16
mississippian,50,28
silstone,50,35
pump,50,46
yard,50,39
samples,49,34
pebble,49,47
under,49,30
fractures,49,39
calcareous,49,44
pepper,49,34
clayw,49,48
marrel,49,18
unsorted,49,43
n,48,47
interbedded,48,43
road,48,24
alternating,48,43
stp,48,47
1st,48,36
caorse,48,35
blds,48,38
shot,48,42
took,48,45
cem,48,45
cbs,48,7
liem,47,35
sg,47,16
part,47,44
pockets,47,42
ravel,47,23
stripes,47,43
out,46,46
coarser,46,33
branch,46,26
almost,46,42
gypsum,46,35
chief,46,32
first,46,35
rav,46,17
gravelyc,46,14
atherton,46,35
rust,45,38
18,45,43
fossil,45,40
silky,45,22
blueish,45,38
lgry,45,43
streaky,45,40
dc,45,40
compact,44,38
samd,44,27
record,44,12
slab,44,33
c1,44,31
mdhd,44,24
packy,44,29
pbls,44,22
brw,44,42
70,43,43
bands,43,34
ball,43,42
grnish,43,18
65,43,43
signs,43,34
mst,43,40
stained,43,40
calc,43,42
level,43,41
sltstn,43,39
fne,43,35
ell,43,19
sample,42,34
down,42,39
stoen,42,30
lim,42,40
unknown,42,14
limesotne,42,14
bue,42,24
jack,42,20
turning,41,39
chunks,41,40
hs,41,23
matter,41,34
strippy,41,32
gran,41,37
less,41,39
blueclay,41,12
total,41,24
bronw,41,27
utica,41,18
gre,41,28
paleosol,41,38
west,40,37
55,40,39
information,40,13
corred,40,35
bray,40,21
sof,40,39
limstone,40,22
oge,40,34
greyclay,40,11
antrim,40,22
runny,39,35
burden,39,12
sanstone,39,20
wat,39,39
bastard,39,12
loom,39,20
lyrs,39,38
blacktop,39,11
lyr,39,38
golden,39,18
sabd,38,25
cavity,38,26
barlow,38,13
amount,38,37
limes,38,36
stf,38,30
vc,38,36
trafalgar,38,23
morel,38,12
ssand,37,26
mudd,37,26
better,37,22
embedded,37,24
bldr,37,34
pebbly,37,34
ms,37,23
an,37,35
extremely,36,28
had,36,36
org,36,36
hardstone,36,15
recovery,36,20
thick,36,36
9,36,36
zone,36,34
vf,36,35
sndstn,36,36
chirt,36,29
bllue,36,19
speckled,36,27
tip,36,7
stratus,36,3
chocolate,35,26
alternate,35,34
ropey,35,28
gey,35,25
mc,35,31
rounded,35,28
hudson,35,23
cob,35,24
32,34,33
45,34,32
mi,34,32
comment,34,14
clue,34,12
stop,34,26
fc,34,30
td,33,26
sandyclay,33,17
lbue,33,17
blck,33,30
voids,33,18
fragments,33,30
wtaer,33,22
slatey,33,31
tops,33,11
carbon,33,29
sulfur,33,33
blackjack,33,30
gav,33,18
got,33,26
siol,33,19
deeper,32,30
here,32,29
shael,32,27
is,32,29
saturated,32,28
core,32,19
poss,32,32
wter,32,20
2gpm,32,30
garvel,32,24
harpdan,32,23
yelow,32,20
caves,31,23
gren,31,26
fines,31,31
marel,31,13
e,31,29
liemstone,31,17
2nd,31,23
fray,31,27
was,31,26
gavel,31,21
brakes,30,23
bn,30,26
brownclay,30,9
becoming,30,30
claystone,30,12
gph,30,30
cored,30,26
grays,30,20
whitish,30,17
round,30,27
steaks,30,25
peb,30,30
lge,30,24
imbedded,30,26
roc,29,29
85,29,29
lighter,29,26
90,29,29
soils,29,11
bricks,29,28
lome,29,18
running,29,25
be,29,24
trac,29,28
yelclay,29,4
about,29,29
apn,29,8
hradpan,29,12
other,29,8
050,29,20
13,28,28
mf,28,24
shall,28,10
sanrock,28,17
oxidized,28,18
soi,28,17
pure,28,24
works,28,16
chalky,28,25
peter,28,24
muckey,28,9
stripped,28,22
harpan,28,13
lively,28,22
per,27,26
watr,27,26
tpsl,27,7
graysand,27,18
ash,27,17
shaft,27,11
plenty,27,27
block,27,21
probably,27,25
changing,27,27
basterd,27,4
au,27,15
woody,27,24
murl,27,14
caving,26,25
unconsolidated,26,18
browns,26,22
greay,26,20
tanish,26,21
bright,26,24
emd,26,23
anhydrite,26,22
el,26,19
bored,26,11
low,26,23
pinkish,26,24
consolidated,26,25
below,26,24
pk,26,23
chopped,26,13
gv,26,25
slight,25,24
still,25,25
hr,25,23
soup,25,19
augering,25,24
mica,25,24
27,25,25
min,25,25
comments,25,17
mudseam,25,9
sans,25,20
shle,25,24
gn,25,24
topsoiil,25,2
gravey,25,14
mudstone,25,25
14,25,25
lens,25,20
pee,25,14
cors,25,24
smack,25,9
creviced,24,16
mat,24,23
shel,24,18
irony,24,16
sha,24,24
beds,24,21
swl,24,24
strps,24,24
firmer,24,21
nombstone,24,2
pleistocene,24,16
dolostone,24,18
ver,24,22
bt,24,15
concreted,24,5
potters,24,6
test,24,22
remarks,24,3
geodes,24,24
drab,24,21
formations,23,14
refusal,23,16
cobb,23,23
sc,23,22
lean,23,20
weather,23,18
blackish,23,22
21,23,23
easy,23,20
shales,23,18
26,23,23
salty,23,20
38,23,23
ro,23,22
balnk,23,1
stick,23,17
bit,23,22
hardness,23,22
booty,23,17
wx,23,5
choc,23,21
fs,23,10
pumped,23,21
frac,23,21
28,22,22
slat,22,16
dand,22,19
friable,22,21
110,22,22
17,22,22
23,22,22
sandyc,22,10
clat,22,13
frag,22,22
gravw,22,21
grat,22,17
knox,22,12
last,22,22
cobbl,22,16
grvly,22,22
carb,22,22
sotne,22,17
cours,22,17
gypsom,22,21
bedded,22,22
drlg,22,20
grity,22,21
sticks,22,22
lbrn,22,22
cse,22,18
shooting,22,9
gine,22,16
060,22,12
varicolor,22,19
than,21,20
cobles,21,19
producing,21,16
conflicting,21,9
dakr,21,10
5gpm,21,21
56,21,20
fr,21,21
started,21,20
free,21,21
sane,21,19
grown,21,17
heavey,21,18
various,21,19
loan,21,16
missing,21,8
strata,21,19
plastic,21,18
by,21,21
stripe,21,21
churt,21,10
grau,21,15
sol,21,9
x8,21,17
rs,21,18
pyr,21,20
95,20,20
stain,20,20
34,20,20
circulation,20,17
porus,20,20
courser,20,17
miss,20,17
mid,20,20
whit,20,20
grayls,20,12
deep,20,20
thn,20,20
surf,20,12
bould,20,20
pay,20,17
semi,20,19
series,20,20
enough,20,17
end,20,20
seamy,20,18
stne,20,19
sto,20,16
cobblestone,20,14
ssw,20,14
debris,20,20
rey,20,12
thru,20,20
dpan,20,7
multicolored,20,8
2a,20,14
front,20,5
bth,20,9
aquafir,20,5
franklin,19,13
smaller,19,17
84,19,19
upper,19,18
cracked,19,17
muc,19,13
dandy,19,13
coaly,19,19
tite,19,18
coa,19,17
shly,19,17
watery,19,18
did,19,19
air,19,18
description,19,5
coar,19,18
natural,19,12
43,19,19
grace,19,10
stri,19,16
limesto,19,15
sized,19,17
grout,19,9
veins,19,17
gravell,19,19
bld,19,19
strp,19,19
get,19,19
patch,19,14
copper,19,11
pulled,19,16
lenthes,19,17
varicolred,19,15
fgs,19,4
vriclrd,19,19
coldwater,19,8
variclrd,19,19
loess,18,17
drld,18,18
yello,18,16
salem,18,16
cal,18,15
abundant,18,17
powder,18,8
larg,18,18
silts,18,18
dary,18,16
sandston,18,16
drak,18,15
lcya,18,10
just,18,16
corase,18,14
crssand,18,18
topsol,18,4
spst,18,4
ch,18,10
carbonaceous,18,18
tone,18,16
hardpn,18,16
gravelw,18,17
lenes,18,14
bentonite,18,7
creme,18,16
borwn,18,16
limetone,18,12
ginger,18,6
bollers,18,7
build,18,3
varred,18,18
52,17,17
48,17,17
watersand,17,6
24,17,17
37,17,17
scattered,17,17
bits,17,17
mis,17,17
graysh,17,9
3gpm,17,16
ledgy,17,15
blow,17,6
150,17,16
brnclay,17,4
42,17,17
stre,17,17
mush,17,11
ligh,17,16
fresh,17,15
tannish,17,15
crystalline,17,16
sma,17,8
grading,17,17
sea,17,16
dard,17,15
crsr,17,17
qtz,17,16
highly,17,14
tested,17,15
se,17,15
gravek,17,12
pebb,17,16
grayhardpan,17,4
boulde,17,17
woods,17,12
rub,17,14
string,17,15
gravy,17,15
wouldn't,17,16
2b,17,12
massive,17,17
rly,17,14
sna,17,14
removed,17,17
super,17,12
gitty,17,6
fbs,17,3
xtall,17,15
quaternay,17,13
feet,16,16
frags,16,16
slay,16,14
mississippi,16,8
minor,16,14
115,16,16
ciderite,16,12
brok,16,16
145,16,16
fossiliferous,16,13
19,16,16
tar,16,16
54,16,16
half,16,10
ble,16,13
hardshale,16,4
u,16,16
rk,16,16
darkshale,16,1
sany,16,14
softshale,16,4
high,16,16
purple,16,14
louisville,16,11
sort,16,16
bust,16,3
re,16,12
gyp,16,16
marble,16,15
11,16,16
flow,16,16
shallow,16,13
yellwo,16,8
geneva,16,9
fissil,16,16
ye,16,8
gl,16,16
sone,16,15
most,16,16
rich,16,16
gery,16,13
solution,16,13
ng,16,16
cg,16,15
slst,16,15
sandly,16,10
crser,16,15
streeks,16,15
tp,16,11
nd,16,15
brns,16,14
reduced,15,15
72,15,15
fossils,15,15
gard,15,14
slm,15,11
130,15,15
chalk,15,8
calcite,15,15
fast,15,12
weak,15,14
sk,15,14
lmie,15,7
vy,15,13
ater,15,13
land,15,11
78,15,15
mcuk,15,5
1gpm,15,14
fil,15,10
sot,15,12
sheal,15,4
tn,15,14
sandst,15,13
info,15,11
area,15,12
granular,15,13
mainly,15,12
sme,15,14
prob,15,15
boots,15,13
boul,15,15
siltst,15,14
deepened,15,14
mh,15,12
butty,15,13
lense,15,10
flowing,15,13
slow,15,15
200,15,15
limest,15,14
quality,15,9
pitrun,15,9
ordovician,15,13
brey,15,13
yl,15,13
tried,15,15
fig,15,15
yield,15,14
smy,15,10
bouldery,15,11
ned,15,14
showed,15,14
girtty,15,7
bravel,15,12
topsoili,15,3
assort,15,13
mws,15,1
39,14,14
blay,14,10
sandysh,14,9
pa,14,13
mxied,14,10
74,14,14
shy,14,13
samll,14,13
siderite,14,11
69,14,14
clan,14,11
looking,14,14
47,14,14
10gpm,14,13
grs,14,12
parking,14,12
grains,14,14
glass,14,14
rck,14,14
picked,14,14
andy,14,12
slit,14,13
sr,14,13
sltst,14,14
k,14,13
grye,14,8
bear,14,13
smal,14,13
smell,14,13
cast,14,14
ha,14,14
clayl,14,12
carmel,14,14
charcoal,14,11
piece,14,14
sail,14,8
grvely,14,10
texture,14,13
tospoil,14,4
chunky,14,14
washed,14,14
blye,14,7
58,14,14
siltstn,14,14
sitlstone,14,14
nothing,14,9
flour,14,10
ed,14,12
topsiol,14,4
080,14,8
best,14,4
basement,14,7
assorted,14,14
siel,14,14
stps,14,14
table,14,10
ugly,14,11
do,13,10
63,13,13
tel,13,8
64,13,13
86,13,13
strea,13,13
made,13,13
29,13,13
lick,13,13
limy,13,12
change,13,13
brak,13,12
glen,13,10
isol,13,9
170,13,13
mineral,13,13
fluid,13,13
sonte,13,13
fnsand,13,13
tpsoil,13,8
acid,13,13
strong,13,13
fract,13,13
joint,13,11
flaky,13,12
cuttings,13,13
grtey,13,8
drit,13,7
wa,13,13
ang,13,13
57,13,13
pile,13,12
devonion,13,11
data,13,3
puddy,13,9
xtra,13,9
cllay,13,8
spill,13,7
bedford,13,10
ext,13,10
ld,13,13
grad,13,8
bound,13,11
lue,13,6
ckat,13,7
previous,13,4
graavel,13,11
found,13,10
siltyclay,13,12
lmstn,13,13
clau,13,7
i,13,13
hardpack,13,12
yr,13,13
grits,13,10
strg,13,11
yclay,13,4
asnd,13,8
yelllow,13,8
cand,13,7
dolomit,13,7
pretty,13,12
niagaran,13,6
replaced,13,6
unkown,13,1
51,12,12
renault,12,6
came,12,9
laom,12,9
hale,12,10
ben,12,12
medgrav,12,12
102,12,12
44,12,12
jackson,12,11
ggray,12,8
22,12,12
hfw,12,12
completed,12,9
cavern,12,8
stuff,12,12
csg,12,10
mus,12,12
vn,12,12
rather,12,12
previously,12,7
68,12,12
fo,12,12
sahel,12,11
grainy,12,11
33,12,11
organics,12,11
soapy,12,11
went,12,11
penn,12,10
ligth,12,12
cln,12,12
sad,12,8
mississinewa,12,10
given,12,7
sump,12,8
we,12,12
hardpand,12,8
dull,12,11
greyc,12,4
buty,12,7
only,12,11
dep,12,10
040,12,11
blnak,12,1
brav,12,11
pkr,12,11
oozy,12,10
0sand,12,6
yrly,12,8
specks,12,12
selt,12,10
ix,12,12
seepage,12,10
saand,12,10
grass,12,12
rbr,12,11
neg,12,10
fat,12,4
csand,12,11
wax,12,6
marsh,12,11
plainfield,12,4
blakc,11,10
98,11,11
flakes,11,11
46,11,11
lme,11,8
this,11,11
125,11,11
hol,11,9
sfot,11,10
trce,11,11
dean,11,10
fnmed,11,11
crd,11,11
snadrock,11,9
frav,11,8
fault,11,10
loss,11,11
clay3,11,5
come,11,11
frm,11,11
cla6y,11,7
turn,11,11
foss,11,11
topsoilk,11,2
sandd,11,8
col,11,10
xtn,11,9
oolitic,11,11
clr,11,10
second,11,6
harrodsburg,11,5
decayed,11,11
flintstone,11,8
ry,11,9
bown,11,9
sandsotne,11,6
clayt,11,10
borken,11,10
tra,11,11
several,11,11
slabs,11,11
lilmestone,11,11
shald,11,8
yelish,11,9
dust,11,11
buried,11,10
flatrock,11,8
wi,11,11
rubbe,11,10
didn't,11,10
junk,11,11
mixe,11,11
grtay,11,8
pitt,11,3
tint,11,11
clay6,11,7
gravil,11,11
spls,11,7
pav,11,9
peaty,11,9
weath,11,11
mgry,11,11
yc,11,3
crey,11,9
straks,11,11
fngrav,11,11
rks,11,10
juggy,11,7
brs,11,11
forcasing,11,5
blasted,11,10
rise,11,9
bogg,11,10
lrgr,11,6
particles,11,11
taken,10,4
shandy,10,9
bls,10,9
105,10,10
hardclay,10,3
cutting,10,10
cavy,10,8
120,10,10
fissile,10,8
crystals,10,10
62,10,10
94,10,10
blackshale,10,5
sso,10,9
ime,10,10
pressure,10,10
shele,10,8
every,10,8
possible,10,10
bkn,10,10
litle,10,8
4gpm,10,10
sandyrock,10,7
dar,10,10
knole,10,4
66,10,9
lms,10,9
gold,10,10
fly,10,6
limestones,10,4
graylime,10,7
group,10,9
sandclay,10,8
wl,10,10
dirft,10,6
h2,10,10
graay,10,9
between,10,10
mulch,10,7
will,10,10
crevise,10,8
dev,10,10
whi,10,9
laminated,10,9
clete,10,10
seap,10,10
bouldrs,10,9
day,10,10
deposit,10,9
foam,10,9
foundry,10,7
brownstone,10,5
non,10,10
bule,10,8
graystone,10,10
bluegray,10,10
brush,10,10
snstn,10,7
bog,10,10
grd,10,10
logs,10,10
hardy,10,7
hardpav,10,7
greavel,10,7
hadpan,10,3
stilstone,10,9
dept,10,10
la,10,9
siltsone,10,9
blan,10,3
diry,10,7
2ft,10,9
wsand,10,9
length,10,9
purplish,10,10
undercly,10,10
graav,10,9
sandstones,10,8
rockey,10,7
handpan,10,5
sup,10,10
snst,10,9
touch,10,10
seepy,10,7
would,10,9
finesand,10,6
gragvel,10,9
coase,10,8
stoens,10,10
xtln,10,10
varcld,10,10
riversand,9,9
graf,9,9
bal,9,9
shady,9,7
drifty,9,9
cinnamon,9,6
sadny,9,9
dl,9,9
whie,9,7
140,9,9
pick,9,9
mdu,9,7
partings,9,9
wand,9,9
topsil,9,3
golconda,9,6
sulpher,9,9
118,9,8
pt,9,9
bailers,9,8
sink,9,7
eden,9,6
badly,9,8
hardlime,9,3
dia,9,9
near,9,9
quite,9,9
drity,9,9
brclay,9,5
foundation,9,8
changed,9,9
shade,9,4
nob,9,6
state,9,9
graysandy,9,8
strkd,9,7
mois,9,9
close,9,9
waer,9,8
freak,9,8
floor,9,9
gardpan,9,5
73,9,9
mansfield,9,9
blud,9,9
vr,9,9
53,9,9
crss,9,9
79,9,9
bar,9,6
ditto,9,9
floaters,9,8
shelves,9,9
pennsylvanian,9,9
grayt,9,6
pour,9,6
sitcky,9,7
topsoiol,9,2
sandstn,9,9
approx,9,8
medsand,9,9
pcs,9,9
hardsand,9,5
argillaceous,9,9
finely,9,8
varied,9,9
muddly,9,7
limeshale,9,3
calcarious,9,8
pine,9,9
rn,9,9
bron,9,9
powdery,9,8
fragment,9,9
gravelyclay,9,6
clayballs,9,9
030,9,6
rubb,9,7
ma,9,9
hrdpan,9,6
hdpn,9,9
ly,9,9
81,9,9
orangish,9,9
granit,9,9
clkay,9,6
raised,9,9
amd,9,9
limonitic,9,9
go,9,9
gral,9,9
mudstn,9,9
3ft,9,7
stips,9,9
glac,9,5
ckay,9,7
pkd,9,9
benseal,9,3
whiter,9,5
claey,9,8
slity,9,9
dray,9,7
narrow,9,8
none,9,1
coares,9,9
andgravel,9,4
sant,9,8
stonehole,9,4
richmond,9,6
gumball,9,6
dnse,9,8
shatt,9,8
meidum,9,6
mail,9,6
eclay,9,5
varried,9,9
ellsworth,9,4
lil,9,9
49,8,8
mw,8,8
drs,8,8
wgravel,8,7
watre,8,8
83,8,8
87,8,8
metal,8,7
containing,8,8
sndrock,8,4
gw,8,8
175,8,7
chi,8,8
bethel,8,5
fl,8,8
springs,8,8
trcs,8,8
spring,8,8
rcok,8,8
sum,8,8
sparce,8,8
btm,8,8
greasy,8,8
mod,8,8
louis,8,6
clinton,8,8
fromation,8,6
graymud,8,2
whitesand,8,6
sndstone,8,6
start,8,8
gumy,8,8
lw,8,8
slte,8,2
sanbd,8,6
gen,8,8
82,8,8
ropy,8,8
mu,8,8
flintrock,8,8
lght,8,8
fir,8,8
lie,8,8
brocken,8,8
saned,8,8
rosa,8,5
laurel,8,6
redclay,8,5
somegrav,8,8
increase,8,8
softened,8,7
20gpm,8,8
sandt,8,7
blur,8,7
sourse,8,5
bery,8,8
snadstone,8,6
67,8,8
bou,8,8
slaty,8,7
limonite,8,8
ovrbrdn,8,5
grand,8,8
gob,8,4
bouldres,8,6
limne,8,6
avg,8,7
blown,8,7
vegetation,8,8
ore,8,5
met,8,4
bd,8,8
activ,8,8
extr,8,6
intbd,8,8
gassy,8,8
sandshl,8,3
abrasive,8,8
