word,token_count,distinct_formations
bunk,1,1
surface4,1,1
lilmetone,1,1
absolutely,1,1
tracehvygrav,1,1
verring,1,1
sandyy,1,1
calper,1,1
drillings,1,1
sandst9ne,1,1
dkbluegray,1,1
daek,1,1
ummy,1,1
sampled,1,1
ret,1,1
shelllime1214,1,1
bedrok,1,1
72ft,1,1
trimings,1,1
sosfter,1,1
bit16,1,1
breakup,1,1
dral,1,1
2'good,1,1
bkfil,1,1
gravally,1,1
searing,1,1
surrace,1,1
soat,1,1
stoneblue,1,1
lenzes,1,1
xs,1,1
ighter,1,1
marlonoie,1,1
tracy,1,1
rubblestone,1,1
bastril,1,1
167,1,1
bkacj,1,1
skate,1,1
bottons,1,1
runing,1,1
overburdened,1,1
palcier,1,1
lught,1,1
530,1,1
dksh,1,1
markng,1,1
contimnated,1,1
ystone,1,1
dayk,1,1
falling,1,1
beated,1,1
sandcrck,1,1
bairin,1,1
reeky,1,1
ssan,1,1
mhd,1,1
coin,1,1
straton,1,1
harded,1,1
ihd,1,1
hdls,1,1
lsl,1,1
mdhf,1,1
srg,1,1
darkshal,1,1
hardpnw,1,1
alter,1,1
sndsotne,1,1
loamed,1,1
lobed,1,1
spare,1,1
lamntns,1,1
banding,1,1
gacial,1,1
dirtygrav,1,1
booting,1,1
strtd,1,1
bttm,1,1
browninsh,1,1
cycles,1,1
darkish,1,1
verysoft,1,1
veryfn,1,1
verytight,1,1
brokenrockcrsmed,1,1
angulargrav,1,1
water25,1,1
criushed,1,1
kard,1,1
stiffand,1,1
1967,1,1
gain,1,1
sopstone,1,1
geystone,1,1
location,1,1
stonde,1,1
schlumberger,1,1
jumps,1,1
overbrdn,1,1
pi,1,1
sloppysand,1,1
dito,1,1
1xa,1,1
pushes,1,1
simestne,1,1
appo,1,1
bight,1,1
woodchips,1,1
spil,1,1
4w,1,1
fnmdg90,1,1
pliable,1,1
309,1,1
slaate,1,1
209920,1,1
almostsolid,1,1
lsextra,1,1
stonelitebrls,1,1
cily,1,1
shoe,1,1
scrapings,1,1
stone0,1,1
reedish,1,1
hook,1,1
tape,1,1
pillow,1,1
potholes,1,1
stoin,1,1
softt,1,1
sliperry,1,1
smallstreakbluesandyclayh20,1,1
ne,1,1
well12,1,1
oiley,1,1
sopft,1,1
pile15,1,1
mudk,1,1
strecks,1,1
cuch,1,1
mash,1,1
woos,1,1
psoiol,1,1
hoalpan,1,1
usually,1,1
groundhog,1,1
grav152,1,1
rockledges,1,1
s2,1,1
soily,1,1
someflat,1,1
browncaly,1,1
lomy,1,1
greysish,1,1
hardtone,1,1
blond,1,1
lifht,1,1
mixedsoft,1,1
inermitten,1,1
schate,1,1
grayvely,1,1
uncount,1,1
modestly,1,1
reddishasandy,1,1
sandloom,1,1
ruble,1,1
neute,1,1
sandygrey,1,1
lame,1,1
gream,1,1
gclay,1,1
graned,1,1
conguite,1,1
harv,1,1
underfill,1,1
tur,1,1
wsh,1,1
icl,1,1
clead,1,1
christel,1,1
steppy,1,1
btr,1,1
md0,1,1
gravyley,1,1
harradsburg,1,1
shellyrock,1,1
batch,1,1
react,1,1
pasley,1,1
shalye,1,1
183,1,1
dot,1,1
sport,1,1
micg,1,1
unweathered,1,1
tine,1,1
conglomerats,1,1
421,1,1
gravf,1,1
bore,1,1
crushec,1,1
laight,1,1
mining,1,1
1010,1,1
stoine,1,1
overlayment,1,1
harndess,1,1
vol,1,1
solub,1,1
laden,1,1
whiwte,1,1
slotted,1,1
pitrum,1,1
wlcay,1,1
lgray,1,1
sjal,1,1
masher,1,1
sundy,1,1
toy,1,1
paen,1,1
penetrationo,1,1
slatee,1,1
drillled,1,1
mutt,1,1
sandypan,1,1
sinders,1,1
rub'l,1,1
cpa,1,1
weary,1,1
drill12'holeinbottomofa,1,1
rash,1,1
dolonitic,1,1
brnb,1,1
dart,1,1
bir,1,1
pocous,1,1
sphi,1,1
bearing12,1,1
legal,1,1
dup,1,1
glosy,1,1
gravelysand,1,1
ridervein,1,1
bur,1,1
il,1,1
bider,1,1
1959,1,1
ringo,1,1
maq,1,1
knos,1,1
ghm,1,1
malable,1,1
gire,1,1
semy,1,1
857,1,1
870,1,1
cirty,1,1
linds,1,1
lince,1,1
rdis,1,1
wravel,1,1
intermitten,1,1
slbuestone,1,1
goulder,1,1
sieve,1,1
strook,1,1
dh,1,1
showings,1,1
3gpmlomi,1,1
ravine,1,1
mdhard,1,1
straka,1,1
loin,1,1
shadey,1,1
grads,1,1
tree's,1,1
picket,1,1
cared,1,1
street,1,1
slippy,1,1
iii,1,1
bac,1,1
t6opsoil,1,1
stripsfn,1,1
svg,1,1
shp,1,1
dredge,1,1
trailing,1,1
pengol,1,1
being,1,1
greeix,1,1
doloritic,1,1
alte,1,1
pliny,1,1
clot,1,1
ditry,1,1
fgire,1,1
slelly,1,1
domestic,1,1
omert,1,1
porrous,1,1
sndwater,1,1
surfcae,1,1
ocks,1,1
pan2,1,1
clavey,1,1
clis,1,1
loomie,1,1
mrkg,1,1
orginal,1,1
floa,1,1
lpea,1,1
cravelly,1,1
unoxidezed,1,1
gtavely,1,1
bluse,1,1
cushy,1,1
mich,1,1
opein,1,1
strikes,1,1
acti,1,1
lgpm,1,1
whute,1,1
lime35,1,1
ls35,1,1
surfface,1,1
zons,1,1
glazieer,1,1
greyslate,1,1
lner,1,1
rtd,1,1
sehale,1,1
packoo,1,1
sano,1,1
devenian,1,1
452,1,1
bordno,1,1
gravelyhardpan,1,1
redloose,1,1
greypasty,1,1
durfface,1,1
jel,1,1
owner,1,1
fria,1,1
roubble,1,1
slack,1,1
wlll,1,1
em,1,1
fico,1,1
calcareious,1,1
thumb,1,1
sile,1,1
grittygrayclay,1,1
hands,1,1
peppbles,1,1
tanclay,1,1
hordpan,1,1
hardwhite,1,1
shandshale,1,1
mucy,1,1
slint,1,1
shalee,1,1
study,1,1
drops,1,1
crose,1,1
similarity,1,1
suf,1,1
quantity,1,1
angulr,1,1
shar,1,1
slots,1,1
marerial,1,1
circulatn,1,1
someh20,1,1
upmoreh2,1,1
cass,1,1
alittlewood,1,1
sanding,1,1
claywe,1,1
shyell,1,1
vlint,1,1
cv,1,1
corn,1,1
draw,1,1
ccmpctd,1,1
infrequent,1,1
sterak,1,1
hardorck,1,1
water75,1,1
depsoit,1,1
silth,1,1
littles,1,1
riched,1,1
sanhy,1,1
slate4,1,1
signed,1,1
drn,1,1
slaet,1,1
maarking,1,1
strick,1,1
earthen,1,1
wityh,1,1
lgiht,1,1
sugra,1,1
shadshale,1,1
trly,1,1
grenw,1,1
shee,1,1
crevin,1,1
lagravel,1,1
smgravel,1,1
clinker,1,1
hld,1,1
mck,1,1
btwn,1,1
hdrk,1,1
knrck,1,1
chinders,1,1
crrushed,1,1
5r,1,1
4r,1,1
berng,1,1
request,1,1
oxy,1,1
allbany,1,1
sav,1,1
brownss,1,1
phase,1,1
samp,1,1
fossilized,1,1
poppy,1,1
goft,1,1
7clay,1,1
topsoii,1,1
lemes,1,1
glacerial,1,1
sand32,1,1
sld,1,1
40'deep,1,1
filed,1,1
litlle,1,1
4gph,1,1
sandc,1,1
pla,1,1
clany,1,1
gravelwith,1,1
somesm,1,1
fillings,1,1
leues,1,1
strteak,1,1
slof,1,1
flinlty,1,1
stonje,1,1
crevey,1,1
gdravel,1,1
siltsn,1,1
hardwhls,1,1
streakofsoft,1,1
dily,1,1
gravelky,1,1
hardhale,1,1
aphalt,1,1
sccale,1,1
increas,1,1
pumicesandbluehardpanwat,1,1
sandyyel,1,1
blutstone,1,1
orance,1,1
pyritte,1,1
sqandy,1,1
badley,1,1
llimey,1,1
granuals,1,1
fracktured,1,1
cment,1,1
caveous,1,1
teal,1,1
gact,1,1
largerock,1,1
3quick,1,1
shellylime,1,1
hardpanwater,1,1
sol'd,1,1
pg,1,1
stationary,1,1
alum,1,1
blueston,1,1
boulderly,1,1
sax,1,1
inlimew,1,1
yelmuc,1,1
layter,1,1
pachy,1,1
ftc,1,1
sorte,1,1
1rr,1,1
test2gpm,1,1
stilt,1,1
coiurse,1,1
sedimentang,1,1
standard,1,1
mabley,1,1
couldnt,1,1
peledsol,1,1
fluidloss,1,1
domb,1,1
souopy,1,1
guy,1,1
shlime,1,1
oi,1,1
dolpmite,1,1
imbeded,1,1
mattered,1,1
fractrured,1,1
glacials,1,1
likely,1,1
cmented,1,1
potue,1,1
nook,1,1
piecesofwood,1,1
mcsand,1,1
gravtrc,1,1
step,1,1
gravlittle,1,1
sole,1,1
oflight,1,1
darkto,1,1
slair,1,1
grnsiltstonemixedw,1,1
layerls,1,1
glssil,1,1
regement,1,1
ogesitl,1,1
h20sat,1,1
somesmgrav,1,1
shalepeaty,1,1
greenisch,1,1
sameasabove,1,1
gravstoneshalem,1,1
peatey,1,1
bluesto,1,1
muky,1,1
2per,1,1
at10'lth,1,1
stonefalls,1,1
cosed,1,1
paledsol,1,1
chewy,1,1
stripsofmed,1,1
gmpm,1,1
ltblue,1,1
littler,1,1
ptters,1,1
shotsand,1,1
undrgrnd,1,1
verylossesandysoilw,1,1
bkd,1,1
iwth,1,1
lodge,1,1
clayton,1,1
largeboulers,1,1
redlooseclay,1,1
veryloose,1,1
yelsandyclay,1,1
drifttosiltstone,1,1
paler,1,1
sandygrayhardpanstrakw,1,1
siltsome,1,1
lhar,1,1
5x,1,1
yellowgreenblue,1,1
softgraylime,1,1
greylay,1,1
t5renton,1,1
washout,1,1
yellowsih,1,1
calcarrows,1,1
roza,1,1
pressed,1,1
falt,1,1
hardd,1,1
devoniana,1,1
gurad,1,1
dalomitia,1,1
yellow3,1,1
clos,1,1
blackjac,1,1
dav,1,1
groud,1,1
rumps,1,1
baked,1,1
700,1,1
stoponrock,1,1
schaleabovegrade,1,1
gravelmudbad,1,1
tancby,1,1
yelbr,1,1
darkl,1,1
litetanveryhard,1,1
smallpebble,1,1
bluesandymurky,1,1
filld,1,1
shaleorsoapstone,1,1
greengray,1,1
microsu,1,1
194,1,1
sucro,1,1
braw,1,1
g3,1,1
bleus,1,1
toen,1,1
blaze,1,1
streaksoftbluelime,1,1
graule,1,1
souply,1,1
oh,1,1
overflow,1,1
mixedclay,1,1
rubger,1,1
925,1,1
931,1,1
960,1,1
fgrey,1,1
dirtyyel,1,1
teamed,1,1
innerbedded,1,1
gravc,1,1
grym,1,1
stonegravshale,1,1
harpdn,1,1
bravelly,1,1
covvles,1,1
gravgrey,1,1
egravel,1,1
graygravclayw,1,1
streaksand,1,1
loosels,1,1
olivetan,1,1
insoluable,1,1
medvery,1,1
graymuck,1,1
aka,1,1
spoty,1,1
61,1,1
drawdwn,1,1
sand6,1,1
unuseable,1,1
asphaltfill,1,1
verygumy,1,1
fngravtomedgrav,1,1
hdgraytowhcalcite,1,1
tlopsoil,1,1
planes,1,1
darkbr,1,1
inner,1,1
wsofter,1,1
clayincrease,1,1
silttr,1,1
gravhard,1,1
sltsn,1,1
trales,1,1
sond,1,1
150gpm,1,1
siltchange,1,1
overflowed,1,1
overflows,1,1
darkgrayss,1,1
blstn,1,1
potty,1,1
soapsto,1,1
sequ,1,1
repeating,1,1
mutiply,1,1
formaion,1,1
claythin,1,1
microsuc,1,1
peleosol,1,1
statc,1,1
pyrte,1,1
underlcay,1,1
interbeddee,1,1
claygravsand,1,1
hardpor,1,1
wey,1,1
clyg,1,1
qrtz,1,1
existinging,1,1
generally,1,1
slimey,1,1
screensat,1,1
sittstone,1,1
whitte,1,1
sandmixed,1,1
sity,1,1
watte,1,1
rdpand,1,1
191,1,1
lls,1,1
grainey,1,1
mudsandgravwtr,1,1
sault,1,1
cobr,1,1
showofh2o,1,1
suddy,1,1
sstn,1,1
bearingh,1,1
gramly,1,1
buss,1,1
tim,1,1
strippers,1,1
gir,1,1
pahn,1,1
overburfen,1,1
loosetansoil,1,1
seamsf,1,1
ashalt,1,1
smallamountblueclay,1,1
debres,1,1
graypyrite,1,1
grvlwmed,1,1
finegrvl,1,1
botter,1,1
samdstone,1,1
init,1,1
imporous,1,1
solut,1,1
loamsandy,1,1
loamv,1,1
gravdk,1,1
sanddk,1,1
sandgry,1,1
brnwetgr,1,1
sandbrnpoorly,1,1
jard,1,1
am,1,1
rockyu,1,1
grqavely,1,1
hrder,1,1
stucky,1,1
origanl,1,1
bedw,1,1
verydarkdrymudlensesor,1,1
ceme,1,1
siliceo,1,1
tracecl,1,1
dynt,1,1
solft,1,1
seaed,1,1
granuly,1,1
drygrav,1,1
pocked,1,1
clogs,1,1
abovegrade,1,1
belw,1,1
diet,1,1
siluvian,1,1
salicious,1,1
medcrsgraygravw,1,1
poolry,1,1
app,1,1
strs,1,1
veryhardsandyrockshardpan,1,1
roscks,1,1
roclay,1,1
2'pocket,1,1
shellpacker,1,1
soak,1,1
gld,1,1
driling,1,1
graycombss,1,1
dale,1,1
flyash,1,1
ordinary,1,1
5by,1,1
stlt,1,1
stoone,1,1
jaunt,1,1
pabl,1,1
gny,1,1
slue,1,1
shellystone,1,1
powered,1,1
claygrayw,1,1
siley,1,1
cpm,1,1
pcks,1,1
carbonace,1,1
bryazoan,1,1
methane,1,1
gujmmy,1,1
bearint,1,1
softbrsandy,1,1
fileld,1,1
slcale,1,1
sandgravwater,1,1
crives,1,1
mictric,1,1
fnnot,1,1
finec,1,1
grlyc,1,1
claysomethenlayerofsand,1,1
oldery,1,1
gruby,1,1
limoniti,1,1
interved,1,1
local,1,1
gaay,1,1
ttop,1,1
asphalton,1,1
overbrush,1,1
pachey,1,1
stinking,1,1
oves,1,1
matchhead,1,1
weld,1,1
travce,1,1
bonds,1,1
im,1,1
kley,1,1
grvaely,1,1
to21,1,1
stoneloth2o,1,1
3'picekt,1,1
fx8,1,1
drd,1,1
lbn,1,1
hso,1,1
intermitn,1,1
carbonaeous,1,1
calcitic,1,1
sandstoen,1,1
fishey,1,1
mucjk,1,1
pyrc,1,1
waterb,1,1
graymix,1,1
speackle,1,1
pytitic,1,1
underclass,1,1
abandonment,1,1
alluvinu,1,1
nottled,1,1
vihd,1,1
tacked,1,1
glauconit,1,1
gcor,1,1
stripsgrav,1,1
tumed,1,1
cindeers,1,1
glazed,1,1
calcr,1,1
hazy,1,1
olne,1,1
steaked,1,1
sandyblueclaywaterbearing,1,1
bluersh,1,1
erosion,1,1
paleo,1,1
purplch,1,1
calcer,1,1
gravellly,1,1
genessee,1,1
corfierous,1,1
stgr,1,1
abrassive,1,1
migrain,1,1
diveway,1,1
concretio,1,1
massi,1,1
6topsoil,1,1
stopp,1,1
fiskey,1,1
ebris,1,1
midstone,1,1
skims,1,1
textured,1,1
far,1,1
held,1,1
ancient,1,1
honycomd,1,1
sandhardpan,1,1
nap,1,1
bando,1,1
foundrey,1,1
sioil,1,1
spoppy,1,1
modeling,1,1
4'sand,1,1
measured,1,1
brecciated,1,1
grayclya,1,1
1s,1,1
avove,1,1
inpit,1,1
om,1,1
arphelt,1,1
ick,1,1
breqak,1,1
veryactive,1,1
demest,1,1
waterbearings,1,1
80gph,1,1
4ghm,1,1
455,1,1
shelllime,1,1
thinbedded,1,1
dvp,1,1
stift,1,1
1'in,1,1
46to54,1,1
calcaveous,1,1
sndstne,1,1
carbonaced,1,1
coarser112tw,1,1
to137,1,1
fet,1,1
pal,1,1
inchs,1,1
olv,1,1
abundent,1,1
yo,1,1
togray,1,1
waddin,1,1
calacerous,1,1
grayss,1,1
calce,1,1
togra,1,1
calcar,1,1
imed,1,1
organge,1,1
inct,1,1
abov,1,1
conglo,1,1
conglomeratle,1,1
smelt,1,1
clog,1,1
36gpm,1,1
sate,1,1
silstonte,1,1
bearn,1,1
chc,1,1
barring,1,1
powdrd,1,1
clusters,1,1
bnn,1,1
slad,1,1
micrite,1,1
fragri,1,1
siltcrs,1,1
sandsilt,1,1
gravellyy,1,1
unable,1,1
grayishbrn,1,1
pyrtk,1,1
fossilferou,1,1
crionoids,1,1
miox,1,1
siltwood,1,1
marion,1,1
cle,1,1
fossilferrous,1,1
fossilfereous,1,1
huestone,1,1
yelto,1,1
oatmealy,1,1
siltier,1,1
carbonaceos,1,1
limecmnt,1,1
towhite,1,1
blc,1,1
coperstone,1,1
microf,1,1
sparkled,1,1
sandytoverysandy,1,1
firme,1,1
intrbeded,1,1
grysh,1,1
yllw,1,1
dos,1,1
limonitie,1,1
figi,1,1
oec,1,1
rounder,1,1
smaple,1,1
ferruginous,1,1
cenders,1,1
booulder,1,1
redcrack,1,1
pacled,1,1
vdkgry,1,1
vlbrn,1,1
graycal,1,1
pyroite,1,1
pw,1,1
poin,1,1
angle,1,1
westhered,1,1
lgrn,1,1
mdstn,1,1
3dirty,1,1
cre,1,1
overburdenw,1,1
bellow,1,1
1yel,1,1
grayishe,1,1
grnlimew,1,1
graysiltstone,1,1
undclay,1,1
mblue,1,1
lgr,1,1
smpls,1,1
lblur,1,1
fau,1,1
cup,1,1
stonew,1,1
dirts,1,1
rut,1,1
sh40'wb,1,1
lanes,1,1
pyrtie,1,1
mlea,1,1
loame,1,1
stkrs,1,1
pb,1,1
ofwater,1,1
sandygravelly,1,1
micacous,1,1
calameous,1,1
concretefooters,1,1
overburden3,1,1
densee,1,1
fracu,1,1
2'of,1,1
2'grav,1,1
partially,1,1
bub,1,1
carbonac,1,1
drlng,1,1
galvue,1,1
gabove,1,1
ferriginous,1,1
topey,1,1
hole0,1,1
alternations,1,1
sandsteon,1,1
artificial,1,1
porons,1,1
35ft,1,1
deepend,1,1
nmg,1,1
fossill,1,1
gragment,1,1
glased,1,1
rq,1,1
ceon,1,1
hud,1,1
aggrogate,1,1
0625,1,1
03125,1,1
skattered,1,1
topsoilsand,1,1
brudrien,1,1
fillbricks,1,1
claygravgrayhard,1,1
screeen,1,1
grite,1,1
power,1,1
sandyt,1,1
onschaleabovegrade,1,1
iddu,1,1
clayyel,1,1
weatehered,1,1
siltsstone,1,1
sitstone,1,1
posible,1,1
micrltic,1,1
tobuff,1,1
fossilfero,1,1
carbonacerous,1,1
want,1,1
blas,1,1
octive,1,1
cannot,1,1
vwater,1,1
calcerousss,1,1
samde,1,1
pyritie,1,1
ferrigenous,1,1
lblugry,1,1
mnrl,1,1
crstal,1,1
ple,1,1
pyrited,1,1
x7,1,1
asphaltconcreteblk,1,1
sandysitly,1,1
flintstn,1,1
cribbed,1,1
folder,1,1
diamte,1,1
diamite,1,1
modiers,1,1
denselim,1,1
micac,1,1
fgw,1,1
graymg,1,1
pyriti,1,1
brncalcerous,1,1
vis,1,1
poro,1,1
activeclean37,1,1
le,1,1
oli,1,1
oatm,1,1
crem,1,1
spoon,1,1
so8l,1,1
courburden,1,1
fissi,1,1
patters,1,1
hash,1,1
rrubbe,1,1
dizgrav,1,1
gravellt,1,1
toc,1,1
tighlty,1,1
asphaltconcretestone,1,1
micl,1,1
slyt,1,1
cocier,1,1
rock1,1,1
hardpen,1,1
sabnd,1,1
grouter,1,1
ltly,1,1
scatt,1,1
chales,1,1
limmytic,1,1
ferrings,1,1
reworked,1,1
pottery,1,1
woodie,1,1
deronien,1,1
omite,1,1
belo,1,1
sedimentary,1,1
brnw,1,1
greael,1,1
ave,1,1
bluesoft,1,1
tic,1,1
limonitis,1,1
tv,1,1
waters,1,1
grdy,1,1
malke,1,1
trips,1,1
gummyolive,1,1
lsbrbluewh,1,1
claymixed,1,1
sitlsotne,1,1
dice,1,1
undercl,1,1
claygraysoftsqueezeclose,1,1
claygraysandy,1,1
2in,1,1
blvd,1,1
iner,1,1
saution,1,1
chandel,1,1
calcarous,1,1
pitman,1,1
odd,1,1
mieritie,1,1
inline,1,1
ratten,1,1
limerockhardcravicebearh2o,1,1
fine0crs,1,1
culty,1,1
prons,1,1
soltuion,1,1
rear,1,1
gyksum,1,1
inton,1,1
cro,1,1
198,1,1
choppy,1,1
5'x,1,1
fur,1,1
dpacked,1,1
hardpackedgrav,1,1
cornifernus,1,1
tea,1,1
strn,1,1
sulty,1,1
lks,1,1
cbl,1,1
detritus,1,1
asorted,1,1
gsome,1,1
cen,1,1
cobblesmed,1,1
gcobbles,1,1
gravcobblescrs,1,1
crdyhard,1,1
glacialtill,1,1
graygravbould,1,1
bouldrers,1,1
offwhite,1,1
ltbr,1,1
lsblue,1,1
contaminate,1,1
limew,1,1
leiue,1,1
sulfite,1,1
calcpreous,1,1
sandygravely,1,1
chalt,1,1
zinch,1,1
alternatin,1,1
glcay,1,1
aresian,1,1
h2p,1,1
clayfil,1,1
oatmeal,1,1
carbona,1,1
charcole,1,1
mottli,1,1
firn,1,1
overburden5,1,1
graythardpan,1,1
blackjacks,1,1
geu,1,1
cobbels,1,1
resembling,1,1
souupy,1,1
weathee,1,1
muddygrey,1,1
expicit,1,1
totine,1,1
cuders,1,1
wco,1,1
analysis,1,1
236,1,1
tm,1,1
896,1,1
caco3,1,1
so4,1,1
531,1,1
jan,1,1
1933,1,1
voi,1,1
shaky,1,1
wb7,1,1
bluetoh,1,1
haddwhite,1,1
limegravel,1,1
10pm,1,1
streu,1,1
fiwoo,1,1
und,1,1
serveral,1,1
solutions,1,1
joi,1,1
grayishbrsilty,1,1
lolters,1,1
signes,1,1
fragmen,1,1
gan,1,1
5'rub,1,1
fairyly,1,1
fai,1,1
dove,1,1
bluehardpan,1,1
soupie,1,1
laudy,1,1
within,1,1
klinker,1,1
siltstoen,1,1
sealdy,1,1
slea,1,1
uc,1,1
6667,1,1
spungy,1,1
clarkson,1,1
leather,1,1
moly,1,1
tertiary,1,1
frimble,1,1
shello,1,1
trent,1,1
10water,1,1
10clean,1,1
180prhr,1,1
26x,1,1
muddie,1,1
interred,1,1
sufface,1,1
agragate,1,1
tuft,1,1
bouldore,1,1
263,1,1
underclays,1,1
gpmw,1,1
dirgt,1,1
leves,1,1
logers,1,1
sorily,1,1
congolmerate,1,1
compression,1,1
4'pocket,1,1
5lybrubbber,1,1
f8ill,1,1
gray120,1,1
micaceou,1,1
caleareas,1,1
gouse,1,1
probable,1,1
nuggets,1,1
girty,1,1
inflow,1,1
medhd,1,1
saucy,1,1
calcarus,1,1
6x10,1,1
streals,1,1
soff,1,1
lmd,1,1
tobacco,1,1
growth,1,1
squee,1,1
whsiltstone,1,1
stroaks,1,1
gereva,1,1
mississineuth,1,1
walden,1,1
riverjack,1,1
gravmd,1,1
stove,1,1
bll,1,1
2xgd,1,1
clumps,1,1
browl,1,1
muddys,1,1
brngraywet,1,1
aggrigate,1,1
mildl,1,1
hoel,1,1
ji,1,1
permin,1,1
tramel,1,1
greenis,1,1
shellcorn,1,1
danse,1,1
gravboulders,1,1
hardyel,1,1
sandf,1,1
gravm,1,1
gravstonegravm,1,1
gavelbroken,1,1
stonem,1,1
calcarvus,1,1
dewonion,1,1
arg,1,1
missiniwm,1,1
brwonish,1,1
muck1,1,1
cavery,1,1
indurated,1,1
gragfely,1,1
gravsandvery,1,1
glank,1,1
boulde4,1,1
sanngravel,1,1
tillhard,1,1
waterbearingsand,1,1
michaceous,1,1
trashpile,1,1
stiks,1,1
match,1,1
givi,1,1
conflicing,1,1
stipes,1,1
surle,1,1
deczed,1,1
vegtwo,1,1
gravsandwood,1,1
aquif,1,1
cements,1,1
fleshy,1,1
clayyelsticky,1,1
aceifc,1,1
grlycl,1,1
clgrey,1,1
tremmie,1,1
chuck,1,1
presumed,1,1
meddy,1,1
mmore,1,1
maple,1,1
502,1,1
sour,1,1
limegrey,1,1
conct,1,1
concrt,1,1
warter,1,1
ddark,1,1
baker,1,1
sahara,1,1
orage,1,1
claysmall,1,1
goos,1,1
granule,1,1
intersect,1,1
styone,1,1
tom,1,1
grittey,1,1
crosley,1,1
bucks,1,1
15ft,1,1
oviburdan,1,1
ner,1,1
fld,1,1
davy,1,1
medfn,1,1
gravboulder,1,1
streached,1,1
oozysand,1,1
tanlim,1,1
bluesstone,1,1
exr,1,1
sadstone,1,1
plate,1,1
niagarn,1,1
serg,1,1
nat,1,1
stra,1,1
principal,1,1
h10,1,1
g2o,1,1
mjd,1,1
redgreyblk,1,1
gilmmy,1,1
bluesotne,1,1
landy,1,1
sapstone,1,1
chal,1,1
customer,1,1
wanted,1,1
steeds,1,1
ac1,1,1
graly,1,1
graky,1,1
natwral,1,1
steps,1,1
wathered,1,1
sandyd,1,1
agregate,1,1
closely,1,1
aspholt,1,1
foster,1,1
stacks,1,1
unproductive,1,1
streaksd,1,1
sandygray,1,1
hark,1,1
sanndy,1,1
scapy,1,1
lavender,1,1
waterc,1,1
fiel,1,1
water51,1,1
roange,1,1
mdtodk,1,1
pyrhicinpart,1,1
undrcl,1,1
uclay,1,1
blamk,1,1
mess,1,1
compressed,1,1
gr5ay,1,1
quid,1,1
curd,1,1
lessened,1,1
contaminated,1,1
supy,1,1
claysandhardpan,1,1
5xi,1,1
rails,1,1
muddyw,1,1
somp,1,1
cloy,1,1
cash,1,1
in93,1,1
blder,1,1
yyel,1,1
ofs,1,1
growun,1,1
graylimne,1,1
milked,1,1
yell9ow,1,1
150prh,1,1
clayfilled,1,1
wica,1,1
smudgy,1,1
claysandboulders,1,1
limebrokes,1,1
ltgraygrnsiltstone,1,1
snadd,1,1
cobbled,1,1
mixedheavy,1,1
fissl,1,1
pyriticcoal,1,1
carbonecour,1,1
242ft,1,1
564ft,1,1
penedrated,1,1
garden,1,1
how,1,1
rcoks,1,1
rlycl,1,1
runs,1,1
mixer,1,1
drifthd,1,1
brilliand,1,1
chnk,1,1
sstk,1,1
boltes,1,1
intbed,1,1
ltblu,1,1
rubl,1,1
gravekl,1,1
bedring,1,1
fence,1,1
vertical,1,1
ceementy,1,1
gk,1,1
motor,1,1
topwoil,1,1
ctr,1,1
gpa,1,1
cur,1,1
goud,1,1
siderate,1,1
nodules,1,1
375,1,1
sandwet,1,1
grhy,1,1
dirtypackyh2o,1,1
sandy35,1,1
cremy,1,1
hardstate,1,1
meal,1,1
cesa,1,1
cese,1,1
gem,1,1
stipps,1,1
grm,1,1
tiel,1,1
bouldersdynometor,1,1
mostlysandymudhardpan,1,1
garvely,1,1
vegetatio,1,1
asplalt,1,1
mediumg,1,1
bhpan,1,1
prssr,1,1
bropken,1,1
cum,1,1
gravelyellow,1,1
waterbearingstratum,1,1
steks,1,1
yew,1,1
gu,1,1
blve,1,1
tracesand,1,1
gasbearingform,1,1
carryiing,1,1
mm,1,1
sandvycherly,1,1
cgert,1,1
sharep,1,1
galy,1,1
n2o,1,1
srt,1,1
2w,1,1
sandstrks,1,1
burle,1,1
gardoabm,1,1
speckdled,1,1
siltyw,1,1
fossiliverval,1,1
litte,1,1
buldozed,1,1
leaf,1,1
harddry,1,1
d1,1,1
h2ong,1,1
sandwaterbear,1,1
quartzlike,1,1
blksiltyslate,1,1
ablue,1,1
258,1,1
045,1,1
waterbury,1,1
stoneshale,1,1
trentonshow,1,1
trentonmore,1,1
boily,1,1
browning,1,1
growning,1,1
seapa,1,1
geav,1,1
speckeld,1,1
reversed,1,1
slopewash,1,1
filltop,1,1
vegetn,1,1
feeding,1,1
finemedcoarse,1,1
medco,1,1
finemedcoarsesandgrav,1,1
coarsesandgrav,1,1
wihte,1,1
gtravel,1,1
gravelz,1,1
grabvel,1,1
bolten,1,1
s161lisatr,1,1
brbmf,1,1
s161sasarigvl,1,1
grbrnf,1,1
grsic1sasaligvl,1,1
grf,1,1
grsiglt2gvl,1,1
gtrhs,1,1
jhardpan,1,1
miled,1,1
22ft,1,1
somewater290,1,1
somestone,1,1
decyd,1,1
inside,1,1
3xgnd,1,1
wkend,1,1
4g,1,1
plowed,1,1
mudwater,1,1
gyrite,1,1
surfur,1,1
glacialfill,1,1
whshale,1,1
miax,1,1
pau,1,1
stript,1,1
peach,1,1
golder,1,1
cheif,1,1
varring,1,1
claygrey,1,1
sandyard,1,1
boulders10,1,1
sturdy,1,1
static39,1,1
crre,1,1
forest,1,1
shingly,1,1
rund,1,1
toward,1,1
